filename,CE_g,CE_by,CE_rg,SC_g,SC_by,SC_rg,animal,name_length
'im_1078.jpg',0.007543191,0.001450899,0.000941238,0.975852814,0.818449477,1.078354951,1,13
'im_1079.jpg',0.004723883,0.001081033,0.001421292,1.016307899,0.896282432,0.919624308,1,13
'im_108.jpg',0.003735898,0.000355021,0.000441262,0.885502381,0.661080853,0.94732699,1,12
'im_1080.jpg',0.003470742,0.000484423,0.000554102,1.005461991,0.687959994,0.748965274,1,13
'im_1081.jpg',0.007387,0.000241669,0.000398051,1.569606122,0.709176519,1.090198188,1,13
'im_1082.jpg',0.003505994,0.00077442,0.001044184,1.012850667,1.089621077,0.875310767,1,13
'im_1083.jpg',0.005633436,0.00088189,0.000582481,1.368363179,0.70588216,0.953786348,1,13
'im_1084.jpg',0.002887573,0.000784949,0.000745577,0.760361118,0.695002907,0.915223472,1,13
'im_1085.jpg',0.003728745,0.00091535,0.000616425,0.9554841,0.728594551,0.814199007,1,13
'im_1086.jpg',0.00411921,0.000305869,0.000230548,0.784089287,0.516520215,0.871145751,1,13
'im_1087.jpg',0.000108182,0.001672217,0.002968361,0.310204635,0.688305967,0.540048342,1,13
'im_1088.jpg',0.004306201,0.00221722,0.001360546,0.98773097,1.029645237,1.274945562,1,13
'im_1089.jpg',0.002854098,0.000322919,0.00047949,1.011565964,0.685110942,1.133727818,1,13
'im_109.jpg',0.006524712,0.00152355,0.001439708,1.052654818,0.852981438,0.894291568,1,12
'im_1090.jpg',0.00417443,0.000279344,0.000467947,0.510849753,0.360110139,0.811196329,1,13
'im_1091.jpg',0.00588605,0.001824667,0.001863761,1.010746231,0.93522308,1.092651108,1,13
'im_1092.jpg',0.00584841,0.000906102,0.000537217,1.185561394,1.069184987,1.275913625,1,13
'im_1093.jpg',0.005136631,0.000489797,0.000657464,0.958290159,0.822110941,1.089507846,1,13
'im_1094.jpg',0.007824949,0.001298408,0.000992666,1.387740397,1.063954836,1.357077846,1,13
'im_1095.jpg',0.001784506,0.000497826,0.00035703,0.873284038,0.867779896,1.174616721,1,13
'im_1096.jpg',0.005429537,0.002935639,0.002104299,1.085105038,1.219397837,1.472146144,1,13
'im_1097.jpg',0.005613051,0.000122882,9.67E-05,0.844990509,0.30484891,0.716511224,1,13
'im_1098.jpg',0.002182187,0.000304029,0.000675503,0.918615552,0.576733199,0.735182933,1,13
'im_1099.jpg',0.004741667,0.00079118,0.000889705,1.19179893,1.006714255,1.244572841,1,13
'im_11.jpg',0.003794584,9.39E-05,0.000343609,0.908299036,0.325126674,0.92449736,1,11
'im_110.jpg',0.005118043,0.000602281,0.001057105,1.31505453,1.052137339,1.384531648,1,12
'im_1100.jpg',0.004238433,0.000924289,0.000793675,0.946110242,0.806111717,0.921082748,1,13
'im_1101.jpg',0.001076139,0.001052513,0.00038657,0.736848311,0.907823568,1.016505515,1,13
'im_1102.jpg',0.004907225,0.000291336,0.000360552,1.073131913,0.724396462,0.811653729,1,13
'im_1103.jpg',0.010958888,0.002147943,0.001243626,1.3644567,1.282130154,1.382916324,1,13
'im_1104.jpg',0.004329912,0.000930898,0.001942854,0.853971882,0.620666652,1.204039179,1,13
'im_1105.jpg',0.003782719,0.002024553,0.00120917,1.123400673,1.387048839,1.535548083,1,13
'im_1106.jpg',9.52E-05,6.67E-05,0.000151479,0.695348926,0.45297069,0.756686275,1,13
'im_1107.jpg',0.009374136,0.00089091,0.001221196,1.647483241,0.828023088,1.27670175,1,13
'im_1108.jpg',0.002594772,0.000948846,0.001145038,0.931048506,0.917841302,1.02774135,1,13
'im_1109.jpg',0.001963664,0.000643511,0.00093774,0.916790493,0.890698326,1.036949656,1,13
'im_111.jpg',0.003321344,0.000992388,0.000552563,1.081813192,0.952391828,0.804510621,1,12
'im_1110.jpg',0.001668621,0.000213342,0.000217887,0.919132397,0.622120852,1.200112035,1,13
'im_1111.jpg',0.005999902,0.000794725,0.001153239,0.819936937,0.670044604,1.045176894,1,13
'im_1112.jpg',0.004235308,0.000263348,0.000344089,1.066608027,0.758131962,1.3344441,1,13
'im_1113.jpg',0.004971666,0.000817905,0.000714083,0.816700338,0.616794207,0.599085633,1,13
'im_1114.jpg',0.004038823,0.000413535,0.000246572,0.922660736,0.754451126,1.180543111,1,13
'im_1115.jpg',0.00183646,0.000319541,0.000417631,0.830637023,0.603089944,0.985345261,1,13
'im_1116.jpg',0.003795006,0.001175571,0.001415742,0.491751757,0.846856004,0.545638577,1,13
'im_1117.jpg',0.000161316,0.000204331,0.000448117,0.442776447,0.474977893,0.689480453,1,13
'im_1118.jpg',0.004896022,0.000677848,0.001351827,0.851680631,0.618479637,0.735170563,1,13
'im_1119.jpg',0.000534369,6.26E-05,0.000175123,0.430001405,0.289058857,0.822833368,1,13
'im_112.jpg',0.002813169,0.001339532,0.00123593,1.043765477,1.089346552,1.389263886,1,12
'im_1120.jpg',0.005594812,0.002162871,0.001982381,1.196886471,1.015160377,1.170404523,1,13
'im_1121.jpg',0.005277661,0.001366785,0.000866255,1.213672808,1.21479413,1.415720986,1,13
'im_1122.jpg',0.001663284,0.000906877,0.000478362,0.662827057,0.596076432,0.873274507,1,13
'im_1123.jpg',0.012648603,0.004598156,0.006712266,1.045750897,0.977870328,1.183042695,1,13
'im_1124.jpg',0.004191016,0.000858973,0.000701903,0.902010685,0.383207589,0.779444223,1,13
'im_1125.jpg',0.001117554,0.000505013,0.000642029,1.021805742,0.741564535,0.904863319,1,13
'im_1126.jpg',0.003355487,0.002814833,0.001725235,0.654880923,0.910357585,1.14413174,1,13
'im_1127.jpg',0.001168047,0.0017891,0.002120712,0.812605191,1.000383465,1.269436634,1,13
'im_1128.jpg',0.0060547,0.001670827,0.00121813,0.829922823,0.846459277,0.737857195,1,13
'im_1129.jpg',0.002872814,0.000582634,0.000627951,1.152571802,0.689608617,0.714604635,1,13
'im_113.jpg',0.005171213,0.001264627,0.001120135,1.180736412,0.94999408,0.856589025,1,12
'im_1130.jpg',0.003424603,0.000298828,0.000433033,0.655004546,0.73547274,1.136677527,1,13
'im_1131.jpg',0.009772076,0.000820471,0.00069143,1.465923026,1.160477812,1.501220106,1,13
'im_1132.jpg',0.002843306,0.000526017,0.000557798,1.102032637,0.887236013,1.041772313,1,13
'im_1133.jpg',0.00335433,0.000388165,0.000282136,0.676304486,0.588669855,0.895155824,1,13
'im_1134.jpg',0.001349888,0.000408056,0.000335874,0.883383985,0.764532886,1.269843817,1,13
'im_1135.jpg',0.002716063,0.000413379,0.000302789,0.858344424,0.643034185,0.934643578,1,13
'im_1136.jpg',0.004128809,0.00119864,0.000904852,1.254977217,1.014058383,1.268460856,1,13
'im_1137.jpg',0.003214712,0.000311683,0.000173466,0.762560367,0.451176157,0.85069236,1,13
'im_1138.jpg',0.003174137,0.000300398,0.000289064,0.751323319,0.535406794,0.92471976,1,13
'im_1139.jpg',0.004777594,0.001235232,0.001029826,0.790911165,0.704904582,0.836267135,1,13
'im_114.jpg',0.007246318,0.001693309,0.001311531,1.153334371,1.023302478,1.173429428,1,12
'im_1140.jpg',0.004584507,0.000326931,0.000260576,1.184279081,0.874414776,1.215718662,1,13
'im_1141.jpg',0.001105199,0.00045617,0.00026485,0.690739978,0.536575342,0.613303496,1,13
'im_1142.jpg',0.006781138,0.001044246,0.00115257,0.930677651,0.529929061,0.791805781,1,13
'im_1143.jpg',0.003469413,0.000463207,0.000452137,1.062443658,0.764949256,1.097885825,1,13
'im_1144.jpg',0.008969685,0.0008861,0.000653013,1.423583465,0.986418591,1.239087676,1,13
'im_1145.jpg',0.004980795,0.000598492,0.00083374,0.935296729,0.788074901,1.159622495,1,13
'im_1146.jpg',0.002947601,0.000783839,0.001211925,0.590528683,0.636450528,0.89732463,1,13
'im_1147.jpg',0.003682161,0.000404567,0.00036422,1.067009324,0.894512698,1.114380636,1,13
'im_1148.jpg',0.002573311,0.001055857,0.000876148,1.027888032,0.770102051,1.073164973,1,13
'im_1149.jpg',0.005178373,0.000290653,0.000383567,0.942408418,0.654187342,1.197206461,1,13
'im_115.jpg',0.007143413,0.000908615,0.001126559,1.088289894,0.90204894,1.150412079,1,12
'im_1150.jpg',0.00129357,0.00058628,0.000680909,0.99768432,0.822337516,1.082419561,1,13
'im_1151.jpg',0.005108248,0.000573493,0.001384792,0.30004387,0.285644849,0.400727774,1,13
'im_1152.jpg',0.004801,0.000873112,0.000784204,1.077721193,0.68874357,1.097993842,1,13
'im_1153.jpg',0.001884101,0.000219932,0.000243398,0.817698341,0.665862662,1.199362981,1,13
'im_1154.jpg',0.002368642,0.000491013,0.000430209,0.71251684,0.597063197,0.702196638,1,13
'im_1155.jpg',0.003625601,0.000823793,0.000696748,0.650220793,0.400029787,0.793650264,1,13
'im_1156.jpg',0.006587853,0.001953056,0.002492046,0.759723033,0.713910296,0.674159499,1,13
'im_1157.jpg',0.006612783,0.000977383,0.000373749,1.131371932,0.983170055,1.25358413,1,13
'im_1158.jpg',0.004362781,0.001327934,0.000563787,0.788260113,0.546599851,0.794018403,1,13
'im_1159.jpg',0.002461832,0.000253195,0.000407078,1.2510431,0.901522194,1.234353826,1,13
'im_116.jpg',0.005416295,0.001193713,0.001037837,1.179168208,1.065962705,1.429469493,1,12
'im_1160.jpg',0.003728394,0.000590851,0.000475323,0.850640606,0.927592429,1.089487278,1,13
'im_1161.jpg',0.002011265,0.000605262,0.000309617,0.645197091,0.585525087,0.986860738,1,13
'im_1162.jpg',0.00520992,0.000878161,0.000550498,0.951912903,0.713504841,1.006466736,1,13
'im_1163.jpg',0.000775777,0.000175223,0.00018146,0.592063975,0.324136679,0.936569157,1,13
'im_1164.jpg',0.001940498,0.000296502,0.000263037,1.011949015,0.719299267,1.033073619,1,13
'im_1165.jpg',0.003161505,0.000344828,0.000383747,1.283453876,0.426265575,0.961975063,1,13
'im_1166.jpg',0.003289878,0.000174433,0.000189501,0.877657453,0.460772697,0.93023256,1,13
'im_1167.jpg',0.003191917,0.000865265,0.001994101,0.988731271,0.985997481,1.350765927,1,13
'im_1168.jpg',0.006480043,0.003128928,0.00336303,1.200007608,1.023070742,1.266647494,1,13
'im_1169.jpg',0.001546204,0.000246798,0.000251245,0.810772198,0.44826218,0.853610383,1,13
'im_117.jpg',0.001133123,0.000136715,0.000153648,0.776395515,0.576081997,0.967609516,1,12
'im_1170.jpg',0.003971441,0.000861128,0.000833015,0.750209001,0.778092627,1.315915516,1,13
'im_1171.jpg',0.001353364,0.000424813,0.000149353,0.825978648,0.624494829,0.882100321,1,13
'im_1172.jpg',0.00813901,0.000926634,0.001004624,1.632973254,1.306048561,1.51680976,1,13
'im_1173.jpg',0.00364469,0.000296495,0.000419613,1.042230524,0.667474342,0.773873684,1,13
'im_1174.jpg',0.004189427,0.000680237,0.001012045,0.998787755,0.44240121,0.619553225,1,13
'im_1175.jpg',0.006250635,0.00134974,0.000847144,1.270354446,1.074891657,1.346611949,1,13
'im_1176.jpg',0.007308443,0.001352941,0.001080692,0.909652035,0.873662752,1.057848511,1,13
'im_1177.jpg',0.004263044,0.000362461,0.000407896,1.054466338,0.747803497,1.105258904,1,13
'im_1178.jpg',0.004194373,0.000448876,0.001056649,0.661216484,0.592204789,0.527744698,1,13
'im_1179.jpg',0.00341212,0.000650977,0.000574178,0.749138202,0.65761581,0.894581276,1,13
'im_118.jpg',0.004258638,0.001551691,0.001920709,0.952930661,0.804776534,0.939440203,1,12
'im_1180.jpg',0.007859423,0.001091927,0.000480159,1.253415974,1.023550048,1.3537615,1,13
'im_1181.jpg',0.007442632,0.000631103,0.000566637,0.691622102,0.46740048,0.888605687,1,13
'im_1182.jpg',0.004788001,0.002452613,0.002082145,1.0377177,0.99938765,1.168477789,1,13
'im_1183.jpg',0.009630444,0.003180488,0.002186263,1.778884092,1.66635545,1.452486819,1,13
'im_1184.jpg',0.003983177,0.000189691,0.000168294,1.12477091,0.82516434,1.074167465,1,13
'im_1185.jpg',0.005174225,0.000723854,0.000680062,0.863145521,0.680772973,1.091383012,1,13
'im_1186.jpg',0.004603972,0.000887258,0.000897168,0.821269406,0.730329328,0.840201109,1,13
'im_1187.jpg',0.003383325,0.000715912,0.000618371,0.869768285,0.818578291,1.00222509,1,13
'im_1188.jpg',0.010916006,0.002213958,0.003247056,1.70279756,1.439801623,1.732084089,1,13
'im_1189.jpg',0.006050607,0.001177773,0.000874705,0.956090773,0.989989045,1.262809654,1,13
'im_119.jpg',0.002883988,0.000866107,0.000569874,0.692972029,0.897306728,1.10804156,1,12
'im_1190.jpg',0.009903785,0.001887854,0.001394154,1.56497903,1.236509864,1.270056255,1,13
'im_1191.jpg',0.004329375,0.000348849,0.000340878,0.711391869,0.507761624,0.883328646,1,13
'im_1192.jpg',0.002982143,0.00115971,0.000691075,0.770413483,0.969019213,1.40851974,1,13
'im_1193.jpg',0.007227658,0.00034319,0.000462193,0.97185683,0.48584987,0.840903476,1,13
'im_1194.jpg',0.002348856,0.000420876,0.000199415,0.704508131,0.702205843,1.094979043,1,13
'im_1195.jpg',0.005221114,0.000769835,0.000869304,1.028354113,0.884098942,1.239223042,1,13
'im_1196.jpg',0.00532327,0.002326644,0.002358774,1.072258678,1.258710173,1.309349204,1,13
'im_1197.jpg',0.005939431,0.000666194,0.000431024,1.188327758,0.95419306,1.103983745,1,13
'im_1198.jpg',0.002141597,0.0004345,0.000408951,0.926058308,0.824737449,1.251746632,1,13
'im_1199.jpg',0.005258702,0.00099272,0.000987634,1.104742627,0.871314431,1.113692956,1,13
'im_12.jpg',0.005040681,0.000898227,0.000686263,1.33375486,1.188040406,1.472906093,1,11
'im_120.jpg',0.00453518,0.000992819,0.000756852,0.924857238,0.832887624,1.209366555,1,12
'im_1200.jpg',0.006227548,0.001307008,0.001729288,0.872481357,0.669664334,0.914864805,1,13
'im_1201.jpg',0.004892623,0.000551719,0.001174849,1.419238749,0.800720272,1.14957977,1,13
'im_1202.jpg',0.005849102,0.001073432,0.000756178,1.230904209,0.944783789,1.046314173,1,13
'im_1203.jpg',0.006414876,0.001117947,0.000887925,1.424497953,1.169883514,1.159639496,1,13
'im_1204.jpg',0.006821915,0.000994174,0.000756762,0.993442107,0.947891919,1.336762096,1,13
'im_1205.jpg',0.004019025,0.00130171,0.001897486,1.027319943,1.210589531,1.35637974,1,13
'im_1206.jpg',0.001090609,0.000267304,0.000492993,0.485898052,0.320781725,0.496599611,1,13
'im_1207.jpg',0.009354793,0.003517394,0.005385282,1.395367616,1.50478353,1.633261495,1,13
'im_1208.jpg',0.002649553,0.000244907,0.000189551,0.538028782,0.315929863,0.667317546,1,13
'im_1209.jpg',0.008635847,0.000685499,0.00126736,1.428179143,0.937848659,1.315859411,1,13
'im_121.jpg',0.002460304,0.000702231,0.000517666,0.754061302,0.697238914,1.171146921,1,12
'im_1210.jpg',0.003035728,0.001101333,0.002814802,0.917215216,1.010106561,1.21955055,1,13
'im_1211.jpg',0.00718842,0.001040683,0.000738182,0.837861203,0.745128418,0.852601263,1,13
'im_1212.jpg',0.001343382,0.000202808,0.000460485,0.557401992,0.413224731,0.696135032,1,13
'im_1213.jpg',0.00203784,0.000153409,0.00028191,0.543080202,0.348239612,0.753809956,1,13
'im_1214.jpg',0.003089482,0.0004367,0.000338508,1.119386313,0.86140152,1.165170757,1,13
'im_1215.jpg',0.005962042,0.000779291,0.000719259,0.969317686,0.618413361,0.891914624,1,13
'im_1216.jpg',0.002183286,0.000657099,0.00063393,0.684530376,0.603532402,0.884803866,1,13
'im_1217.jpg',0.001232012,0.000856982,0.001005395,0.90980626,0.960903751,1.249477808,1,13
'im_1218.jpg',0.007017984,0.000893703,0.000707958,0.594862041,0.470974837,1.097109385,1,13
'im_1219.jpg',0.003145013,0.000675817,0.000789628,0.668844225,0.577401052,0.815026103,1,13
'im_122.jpg',0.000998192,0.002102832,0.00076715,0.570211374,1.046100678,1.305555133,1,12
'im_1220.jpg',0.001659379,0.001044168,0.000260406,0.824096436,0.54558488,0.880042207,1,13
'im_1221.jpg',0.002206453,0.000441921,0.000348508,0.534889545,0.549549268,1.020048865,1,13
'im_1222.jpg',0.005546554,0.000593055,0.000429041,0.911167466,0.742203195,0.869788758,1,13
'im_1223.jpg',0.002578666,0.001036871,0.000818071,1.092721244,0.867036715,1.253539627,1,13
'im_1224.jpg',0.002113393,0.000520005,0.000805633,1.004214618,0.781169548,1.107458829,1,13
'im_1225.jpg',0.004521672,0.000715972,0.000431121,1.085494593,1.100583694,1.485516752,1,13
'im_1226.jpg',0.00467539,0.000852584,0.000648734,1.291064601,1.025419501,1.364009544,1,13
'im_1227.jpg',0.01063106,0.003910781,0.001002821,1.301119225,1.254567614,1.110133759,1,13
'im_1228.jpg',0.005765767,0.001827372,0.000898188,1.416709176,1.327958659,1.378573878,1,13
'im_1229.jpg',0.004282299,0.000953884,0.000498199,1.105497417,0.859857187,1.055001421,1,13
'im_123.jpg',0.003448789,0.00044487,0.000442792,1.383157061,0.955245719,1.219341031,1,12
'im_1230.jpg',0.00331089,0.00041805,0.00092612,0.92538781,0.77117642,1.033788088,1,13
'im_1231.jpg',0.005615248,0.000116483,0.000110047,0.697384461,0.360033946,0.531454246,1,13
'im_1232.jpg',0.005838535,0.00017636,0.000252632,1.077974892,0.863627461,1.138721492,1,13
'im_1233.jpg',0.00318187,0.000534972,0.000726069,0.70224336,0.45478525,0.834589677,1,13
'im_1234.jpg',0.011719426,0.002358527,0.001952817,1.583747841,1.313253903,1.650796894,1,13
'im_1235.jpg',0.007799572,0.000926138,0.000850357,1.462177426,0.977597859,1.266308093,1,13
'im_1236.jpg',0.006789435,0.000601723,0.000452016,1.197462748,0.764253044,1.040515595,1,13
'im_1237.jpg',0.002874502,0.000808688,0.000591706,0.844896005,0.742780708,1.065485638,1,13
'im_1238.jpg',0.006564969,0.001661622,0.002832119,1.181942893,1.084755818,1.241340184,1,13
'im_1239.jpg',0.001972081,0.000631394,0.00065242,0.818554695,0.695212699,0.96205389,1,13
'im_124.jpg',6.36E-06,0.001028417,0.002883071,0.375615909,0.495719576,0.350420593,1,12
'im_1240.jpg',0.004728941,0.000760655,0.000393584,1.141777504,1.085950858,1.21605155,1,13
'im_1241.jpg',0.001662641,0.000158914,0.00018223,0.472185818,0.365796723,0.594079496,1,13
'im_1242.jpg',0.004512255,0.000383135,0.000469003,0.994158301,0.61947641,0.729270738,1,13
'im_1243.jpg',0.007516733,0.003152916,0.003234725,1.275164642,1.041226441,1.109301098,1,13
'im_1244.jpg',0.003755696,0.000433398,0.000618998,0.889442804,0.65187687,0.808614017,1,13
'im_1245.jpg',0.005126195,0.001073907,0.000818909,1.240143895,0.967577008,1.117404218,1,13
'im_1246.jpg',0.003840283,0.000856435,0.001924911,1.208023627,0.974689013,1.295352721,1,13
'im_1247.jpg',0.007129057,0.000171997,0.0003573,0.688449362,0.372813916,0.838113075,1,13
'im_1248.jpg',0.005155184,0.001225183,0.001203107,1.112990491,1.01258499,1.09082489,1,13
'im_1249.jpg',0.002766319,0.00024299,0.000353456,0.539540602,0.379422159,0.850491716,1,13
